Freudenstadt,,,Freudenstadt
Baden,,,Baden
1473,,,1473
Freystadt,,,Frey city
Oberndorf,,,Oberndorf
1490,,,1490
Friedrichshafen,,,Friedrichshafen
Baden,,,Baden
1503,,,1503
Friesoythe,,,Friesoythe
Altenoythe,,,Altenoythe
1504,,,1504
Fritzlar,,,Fritzlar
Flugplatz,,,Airfield
1526,,,1526
Fulda,,,Fulda
Hessen,,,Hesse
1515,,,1515
FÅrstenfeldbruck,,,FÅrstenfeldbruck
Bayern,,,Bavaria
5856,,,5856
FÅrstenzell,,,Fuerstenzell
Bayern,,,Bavaria
1544,,,1544
Gardelegen,,,Gardelegen
Sachsen,,,Saxony
1550,,,1550
Garmisch,,,Garmisch
Partenkirchen,,,Partenkirchen
3234,,,3234
Garsebach,,,Garsebach
bei,,,with
1580,,,1580
Geisenheim,,,Geisenheim
Hessen,,,Hesse
1584,,,1584
Geisingen,,,Geisingen
Baden,,,Baden
1587,,,1587
Gelbelsee,,,Gelbelsee
Bayern,,,Bavaria
1590,,,1590
Geldern,,,Funds
Walbeck,,,Walbeck
1605,,,1605
Genthin,,,Genthin
Sachsen,,,Saxony
1612,,,1612
Gera,,,Gera
Leumnitz,,,Leumnitz
131,,,131
Geringswalde,,,Geringswalde
Altgeringswalde,,,Altgeringswalde
13700,,,13700
Gevelsberg,,,Gevelsberg
Oberbrîking,,,Oberbrîking
1639,,,1639
Gie·en,,,Pour
Wettenberg,,,Wettenberg
1645,,,1645
Gilserberg,,,Gilserberg
Moischeid,,,Moischeid
1666,,,1666
GlÅcksburg,,,GlÅcksburg
Meierwik,,,Meierwik
1694,,,1694
Goldberg,,,Goldberg
Mecklenburg,,,Mecklenburg
5149,,,5149
Gollhofen,,,Gollhofen
Bayern,,,Bavaria
7395,,,7395
Gottfrieding,,,Gottfrieding
Bayern,,,Bavaria
1735,,,1735
Grainet,,,Grainet
Rehberg,,,Rehberg
1736,,,1736
Grambek,,,Grambek
Schleswig,,,Schleswig
6109,,,6109
Grambow,,,Grambow
Schwennenz,,,Schwennenz
1757,,,1757
Greifswald,,,Greifswald
Mecklenburg,,,Mecklenburg
1759,,,1759
Greifswalder,,,Greifswald
Oie,,,Oie
1833,,,1833
Grosser,,,Grosser
Falkenstein,,,Falkenstein
1803,,,1803
Gro·,,,Great
LÅsewitz,,,LÅsewitz
44,,,44
Gro·enkneten,,,Grossenkneten
Niedersachsen,,,Lower Saxony
1832,,,1832
Gro·er,,,Great
Arber,,,Arber
6259,,,6259
Gro·erlach,,,Gro·erlach
Mannenweiler,,,Mannenweiler
1721,,,1721
GrÑfenberg,,,Graefenberg
Kasberg,,,Kasberg
1863,,,1863
GrÅndau,,,Gruendau
Breitenborn,,,Breitenborn
1869,,,1869
GrÅnow,,,GrÅnow
Brandenburg,,,Brandenburg
1684,,,1684
Gîrlitz,,,Gîrlitz
Sachsen,,,Saxony
1691,,,1691
Gîttingen,,,Gîttingen
Niedersachsen,,,Lower Saxony
5871,,,5871
Hahn,,,Cock
Rheinland,,,Rhineland
1957,,,1957
Halle,,,Hall
Krîllwitz,,,Krîllwitz
1975,,,1975
Hamburg,,,Hamburg
FuhlsbÅttel,,,Fuhlsbiittel
13675,,,13675
Hameln,,,Hameln
Hastenbeck,,,Hastenbeck
2014,,,2014
Hannover,,,Hanover
Niedersachsen,,,Lower Saxony
2023,,,2023
Harburg,,,Harburg
Bayern,,,Bavaria
2039,,,2039
Harzburg,,,Harzburg
Bad,,,Bathroom
2044,,,2044
Harzgerode,,,Harzgerode
Sachsen,,,Saxony
7298,,,7298
Hattstedt,,,Hattstedt
Schleswig,,,Schleswig
2074,,,2074
Hechingen,,,Hechingen
Baden,,,Baden
7389,,,7389
Heckelberg,,,Heckelberg
Brandenburg,,,Brandenburg
2080,,,2080
Heidelberg,,,Heidelberg
Baden,,,Baden
2088,,,2088
Heidenheim,,,Heidenheim
Brenz,,,Brenz
320,,,320
Heinersreuth,,,Heinersreuth
Vollhof,,,Vollhof
2110,,,2110
Heinsberg,,,Heinberg
Schleiden,,,Schleiden
2115,,,2115
Helgoland,,,Helgoland
Schleswig,,,Schleswig
13777,,,13777
Helmstedt,,,Helmstedt
Emmerstedt,,,Emmerstedt
7331,,,7331
Hermaringen,,,Hermaringen
Allewind,,,Allewind
2166,,,2166
Herrnhut,,,Herrnhut
Sachsen,,,Saxony
2171,,,2171
Hersfeld,,,Hersfeld
Bad,,,Bathroom
2174,,,2174
Herzberg,,,Herzberg
Niedersachsen,,,Lower Saxony
2201,,,2201
Hiddensee,,,Hiddensee
Vitte,,,Vitte
13776,,,13776
Hildesheim,,,Hildesheim
Drispenstedt,,,Drispenstedt
2211,,,2211
Hilgenroth,,,Hilgenroth
Rheinland,,,Rhineland
2261,,,2261
Hof,,,Court
Bayern,,,Bavaria
2290,,,2290
Hohenpei·enberg,,,Hohenpei·enberg
Bayern,,,Bavaria
7396,,,7396
Hoherodskopf,,,Hoherodskopf
Vogelsberg,,,Vogelsberg
2303,,,2303
Hohn,,,Mockery
Schleswig,,,Schleswig
2306,,,2306
Hohwacht,,,Hohwacht
Schleswig,,,Schleswig
2315,,,2315
Holzdorf,,,Wood Village
Flugplatz,,,Airfield
2319,,,2319
Holzkirchen,,,Wooden Churches
Bayern,,,Bavaria
2338,,,2338
Hopsten,,,Hopsten
Flugplatz,,,Airfield
7393,,,7393
Hoyerswerda,,,Hoyerswerda
Sachsen,,,Saxony
2374,,,2374
Husum,,,Husum
Schleswig,,,Schleswig
2362,,,2362
HÅmmerich,,,HÅmmerich
Rheinland,,,Rhineland
2385,,,2385
Idar,,,Idar
Oberstein,,,Oberstein
6260,,,6260
Ingelfingen,,,Ingelfingen
Stachenhausen,,,Stachenhausen
2410,,,2410
Ingolstadt,,,Ingolstadt
Flugplatz,,,Airfield
2429,,,2429
Itzehoe,,,Itzehoe
Schleswig,,,Schleswig
2444,,,2444
Jena,,,Jena
Sternwarte,,,Observatory
2456,,,2456
Jever,,,Jever
Niedersachsen,,,Lower Saxony
7364,,,7364
Je·nitz,,,Je·nitz
Sachsen,,,Saxony
2480,,,2480
Kahl,,,Bald
Main,,,Main
2483,,,2483
Kahler,,,Bare
Asten,,,Asten
2485,,,2485
Kaisersbach,,,Kaiserbach
CronhÅtte,,,CronhÅtte
2486,,,2486
Kaiserslautern,,,Kaiserslautern
Rheinland,,,Rhineland
2488,,,2488
Kaisheim,,,Kaisheim
Neuhof,,,Neuhof
2494,,,2494
Kalkar,,,Kalkar
Nordrhein,,,North Rhine
2497,,,2497
Kall,,,Kall
Sistig,,,Sistig
2503,,,2503
Kaltennordheim,,,Kaltennordheim
ThÅringen,,,Thuringia
6310,,,6310
Karlshagen,,,Karl Hagen
Mecklenburg,,,Mecklenburg
2521,,,2521
Karlshuld,,,Karlshuld
Bayern,,,Bavaria
2522,,,2522
Karlsruhe,,,Karlsruhe
Baden,,,Baden
2532,,,2532
Kassel,,,Kassel
Hessen,,,Hesse
2542,,,2542
Kaufbeuren,,,Kaufbeuren
Bayern,,,Bavaria
2559,,,2559
Kempten,,,Kempten
Bayern,,,Bavaria
3679,,,3679
Kiefersfelden,,,Kiefersfelden
Gach,,,Gach
2564,,,2564
Kiel,,,Keel
Holtenau,,,Holtenau
2575,,,2575
Kirchberg,,,Kirchberg
Jagst,,,Chase
2578,,,2578
Kirchdorf,,,Kirchdorf
Poel,,,Poel
2597,,,2597
Kissingen,,,Kissingen
Bad,,,Bathroom
2600,,,2600
Kitzingen,,,Kitzingen
Bayern,,,Bavaria
2601,,,2601
Kleiner,,,Minor
Feldberg,,,Feldberg
2627,,,2627
Klettwitz,,,Klettwitz
Brandenburg,,,Brandenburg
2629,,,2629
Kleve,,,Kleve
Nordrhein,,,North Rhine
2638,,,2638
Klippeneck,,,Klippeneck
Baden,,,Baden
2641,,,2641
Klitzschen,,,Klitzschen
bei,,,with
2656,,,2656
Koblenz,,,Koblenz
Rheinland,,,Rhineland
2708,,,2708
Kohlgrub,,,Kohlgrub
Bad,,,Bathroom
2712,,,2712
Konstanz,,,Constance
Baden,,,Baden
4301,,,4301
Kreuznach,,,Kreuznach
Bad,,,Bathroom
2750,,,2750
Kronach,,,Kronach
Bayern,,,Bavaria
2761,,,2761
Krumbach,,,Krumbach
Edenhausen,,,Edenhausen
13711,,,13711
Krîlpa,,,Krîlpa
Rockendorf,,,Rockendorf
314,,,314
KubschÅtz,,,KubschÅtz
Kr,,,Kr
2794,,,2794
Kyritz,,,Kyritz
Brandenburg,,,Brandenburg
2667,,,2667
Kîln,,,Cologne
Bonn,,,Bonn
2680,,,2680
Kînigshofen,,,Kînigshofen
Bad,,,Bathroom
2691,,,2691
Kînigsmoos,,,Kînigsmoos
Untermaxfeld,,,Untermaxfeld
2081,,,2081
Kînigstuhl,,,Koenigsstuhl
Baden,,,Baden
2700,,,2700
Kîsching,,,Kosching
Bayern,,,Bavaria
2704,,,2704
Kîthen,,,Kîthen
Anhalt,,,Indication
2773,,,2773
KÅmmersbruck,,,KÅmmersbruck
Bayern,,,Bavaria
2796,,,2796
Laage,,,Laage
Flugplatz,,,Airfield
2812,,,2812
Lahr,,,Lahr
Baden,,,Baden
2829,,,2829
Landsberg,,,Landsberg
Flugplatz,,,Airfield
13710,,,13710
Landshut,,,Landshut
Reithof,,,Horse riding
2843,,,2843
Langen,,,Langen
BTZ,,,BTZ
2856,,,2856
Langenlipsdorf,,,Langenlipsdorf
Brandenburg,,,Brandenburg
7419,,,7419
Langenwetzendorf,,,Langenwetzendorf
Gîttendorf,,,Gîttendorf
2878,,,2878
LauchstÑdt,,,LauchstÑdt
Bad,,,Bathroom
2886,,,2886
Laupheim,,,Laupheim
Baden,,,Baden
867,,,867
Lautertal,,,Lautertal
Oberlauter,,,Oberlauter
2905,,,2905
Lechfeld,,,Lechfeld
Bayern,,,Bavaria
2907,,,2907
Leck,,,Leak
Schleswig,,,Schleswig
2920,,,2920
Leiblfing,,,Leiblfing
Bayern,,,Bavaria
2925,,,2925
Leinefelde,,,Leinefelde
ThÅringen,,,Thuringia
2928,,,2928
Leipzig,,,Leipzig
Holzhausen,,,Holzhausen
2947,,,2947
Lennestadt,,,Lennestadt
Theten,,,Theten
2951,,,2951
Lenzen,,,Lenzen
Elbe,,,Elbe
2953,,,2953
Lenzkirch,,,Lenzkirch
RuhbÅhl,,,Ruhbuehl
102,,,102
Leuchtturm,,,Lighthouse
Alte,,,Old woman
7403,,,7403
Leutkirch,,,Leutkirch
Herlazhofen,,,Herlazhofen
2985,,,2985
Lichtenhain,,,Lichtenhain
Mittelndorf,,,Mittelndorf
5797,,,5797
Lichtentanne,,,Light fir
Sachsen,,,Saxony
7099,,,7099
Liebenburg,,,Love Castle
Othfresen,,,Othfresen
3015,,,3015
Lindenberg,,,Lindenberg
Brandenburg,,,Brandenburg
3023,,,3023
Lingen,,,Lingen
Niedersachsen,,,Lower Saxony
3028,,,3028
Lippspringe,,,Lippspringe
Bad,,,Bathroom
3031,,,3031
Lippstadt,,,Lippstadt
Bîkenfîrde,,,Bîkenfîrde
3032,,,3032
List,,,Cunning
auf,,,to
3034,,,3034
Lobenstein,,,Lobenstein
Bad,,,Bathroom
6336,,,6336
Lohr,,,Lohr
Main,,,Main
3042,,,3042
Lîhnberg,,,Lohnberg
Obershausen,,,Oberhausen
3044,,,3044
Lîningen,,,Loningen
Niedersachsen,,,Lower Saxony
3083,,,3083
LÅbben,,,Lubben
Blumenfelde,,,Blumenfelde
3085,,,3085
LÅbeck,,,Lubeck
Schleswig,,,Schleswig
3093,,,3093
LÅchow,,,LÅchow
Niedersachsen,,,Lower Saxony
3098,,,3098
LÅdenscheid,,,LÅdenscheid
Nordrhein,,,North Rhine
6337,,,6337
LÅdinghausen,,,LÅdinghausen
Brochtrup,,,Brochtrup
6197,,,6197
LÅgde,,,Luegde
Paenbruch,,,Paenbruch
3126,,,3126
Magdeburg,,,Magdeburg
Sachsen,,,Saxony
3137,,,3137
Mainz,,,Mainz
Lerchenberg,,,Lerchenberg
3139,,,3139
Maisach,,,Maisach
Gernlinden,,,Gernlinden
3147,,,3147
Mallersdorf,,,Mallersdorf
Pfaffenberg,,,Pfaffenberg
3155,,,3155
Manderscheid,,,Manderscheid
Sonnenhof,,,Sonnenhof
5906,,,5906
Mannheim,,,Mannheim
Baden,,,Baden
3158,,,3158
Manschnow,,,Manschnow
Brandenburg,,,Brandenburg
3166,,,3166
Marienberg,,,Marienberg
Sachsen,,,Saxony
3170,,,3170
Marienleuchte,,,Marienleuchte
Schleswig,,,Schleswig
6312,,,6312
Markt,,,Market
Erlbach,,,Erlbach
3196,,,3196
Marnitz,,,Marnitz
Mecklenburg,,,Mecklenburg
3204,,,3204
Martinroda,,,Martinroda
ThÅringen,,,Thuringia
13713,,,13713
Meinerzhagen,,,Meinerzhagen
Redlendorf,,,Redlendorf
3231,,,3231
Meiningen,,,Meiningen
ThÅringen,,,Thuringia
3244,,,3244
Memmingen,,,Memmingen
Bayern,,,Bavaria
3246,,,3246
Mendig,,,Mendig
Rheinland,,,Rhineland
3509,,,3509
Menz,,,Menz
Brandenburg,,,Brandenburg
3254,,,3254
Meppen,,,Meppen
Niedersachsen,,,Lower Saxony
3257,,,3257
Mergentheim,,,Mergentheim
Bad,,,Bathroom
2814,,,2814
Merklingen,,,Merklingen
Baden,,,Baden
3271,,,3271
Metten,,,Metten
Bayern,,,Bavaria
3278,,,3278
Metzingen,,,Metzingen
Baden,,,Baden
3268,,,3268
Me·stetten,,,Me·stetten
Baden,,,Baden
3284,,,3284
Michelstadt,,,Michel City
Hessen,,,Hesse
4857,,,4857
Mittelnkirchen,,,Mittelnkirchen
Hohenfelde,,,Hohenfelde
3307,,,3307
Mittenwald,,,Mittenwald
Buckelwiesen,,,Buckelwiesen
3340,,,3340
Montabaur,,,Montabaur
Rheinland,,,Rhineland
6272,,,6272
Moorgrund,,,Moorgrund
GrÑfen,,,GrÑfen
3348,,,3348
Moringen,,,Moringen
Lutterbeck,,,Lutter Beck
3426,,,3426
Muskau,,,Muskau
Bad,,,Bathroom
1279,,,1279
Mîhrendorf,,,Mîhrendorf
Kleinseebach,,,Kleinseebach
3362,,,3362
MÅhlacker,,,Muehlacker
Baden,,,Baden
3366,,,3366
MÅhldorf,,,MÅhldorf
Bayern,,,Bavaria
6305,,,6305
MÅhlhausen,,,MÅhlhausen
ThÅringen,,,Thuringia
259,,,259
MÅllheim,,,Waste Home
Baden,,,Baden
3376,,,3376
MÅncheberg,,,Muencheberg
Brandenburg,,,Brandenburg
1262,,,1262
MÅnchen,,,Munich
Flughafen,,,Airport
3402,,,3402
MÅnsingen,,,MÅnsingen
Apfelstetten,,,Apple Stetten
1766,,,1766
MÅnster,,,Muenster
OsnabrÅck,,,OsnabrÅck
6186,,,6186
NastÑtten,,,Nastaetten
Rheinland,,,Rhineland
3442,,,3442
Nauheim,,,Nauheim
Bad,,,Bathroom
7420,,,7420
Naumburg,,,Naumburg
Saale,,,Saale
7410,,,7410
Neu,,,New
Ulrichstein,,,Ulrich Stein
3478,,,3478
Neubrandenburg,,,Neubrandenburg
Mecklenburg,,,Mecklenburg
5562,,,5562
Neubulach,,,Neubulach
Oberhaugstett,,,Oberhaugstett
3484,,,3484
Neuburg,,,Neuburg
Donau,,,Danube
3490,,,3490
Neuenahr,,,Neuenahr
Bad,,,Bathroom
7244,,,7244
Neuglobsow,,,Neuglobsow
HM,,,HM
3513,,,3513
Neuhaus,,,Neuhaus
am,,,on the
7412,,,7412
NeuhÅtten,,,NeuhÅtten
Spessart,,,Spessart
3527,,,3527
Neukirchen,,,Neukirchen
Hauptschwenda,,,Hauptschwenda
3540,,,3540
Neunkirchen,,,Neunkirchen
Seelscheid,,,Seelscheid
3552,,,3552
Neuruppin,,,Neuruppin
Brandenburg,,,Brandenburg
3571,,,3571
Neustadt,,,Neustadt
am,,,on the
3577,,,3577
Neustrelitz,,,Neustrelitz
Mecklenburg,,,Mecklenburg
3591,,,3591
Nideggen,,,Nideggen
Schmidt,,,Schmidt
3603,,,3603
Niederstetten,,,Niederstetten
Baden,,,Baden
3605,,,3605
Niederstotzingen,,,Niederstotzingen
Baden,,,Baden
2167,,,2167
Niederwîrresbach,,,Niederwîrresbach
Rheinland,,,Rhineland
3612,,,3612
Nienburg,,,Nienburg
Niedersachsen,,,Lower Saxony
3631,,,3631
Norderney,,,Norderney
Niedersachsen,,,Lower Saxony
3639,,,3639
Nordholz,,,North Woods
Flugplatz,,,Airfield
13904,,,13904
Nordseeboje,,,Nordseeboje
2,,,2
6314,,,6314
Nossen,,,Cooperative
Sachsen,,,Saxony
6275,,,6275
Notzingen,,,Notzingen
Baden,,,Baden
3623,,,3623
Nîrvenich,,,Noervenich
Flugplatz,,,Airfield
3659,,,3659
NÅrburg,,,NÅrburg
Rheinland,,,Rhineland
3667,,,3667
NÅrnberg,,,Nuremberg
Netzstall,,,Netzstall
3671,,,3671
NÅrtingen,,,NÅrtingen
Baden,,,Baden
7431,,,7431
Oberhaching,,,Oberhaching
Laufzorn,,,Laufzorn
4878,,,4878
Oberharz,,,Upper Harz
am,,,on the
3730,,,3730
Oberstdorf,,,Oberstdorf
Bayern,,,Bavaria
3734,,,3734
Obersulm,,,Obersulm
Willsbach,,,Willsbach
3739,,,3739
Oberviechtach,,,Oberviechtach
Bayern,,,Bavaria
7341,,,7341
Offenbach,,,Offenbach
Wetterpark,,,Weather Park
1602,,,1602
Ohlsbach,,,Ohlsbach
Baden,,,Baden
7321,,,7321
Olbersleben,,,Olbersleben
ThÅringen,,,Thuringia
3791,,,3791
Oldenburg,,,Oldenburg
Niedersachsen,,,Lower Saxony
1964,,,1964
Olsdorf,,,Olsdorf
Rheinland,,,Rhineland
3811,,,3811
Oschatz,,,Oschatz
Sachsen,,,Saxony
3815,,,3815
OsnabrÅck,,,OsnabrÅck
Niedersachsen,,,Lower Saxony
6105,,,6105
Ostenfeld,,,Ostenfeld
Rendsburg,,,Rendsburg
3821,,,3821
Osterfeld,,,Osterfeld
Sachsen,,,Saxony
3836,,,3836
Ostheim,,,Ostheim
v,,,v
3857,,,3857
Oy,,,Oy
Mittelberg,,,Mittelberg
6266,,,6266
Pabstorf,,,Pabstorf
Sachsen,,,Saxony
7427,,,7427
Padenstedt,,,Padenstedt
Pony,,,Pony
3875,,,3875
Parsberg,,,Parsberg
Oberpfalz,,,Oberpfalz
3879,,,3879
Passau,,,Passau
Oberhaus,,,House of Lords
3897,,,3897
Pelzerhaken,,,Pelzerhaken
